customer_id,area,registration_date,customer_segment,total_orders,avg_order_value
74212242,Allahabad,12-10-2023,Premium,2,1065.52
30265929,Nizamabad,04-08-2024,Premium,15,1388.33
22321208,Ballia,02-10-2024,Regular,18,558.66
60385293,Medininagar,22-02-2024,Premium,17,228.44
94137242,Bhagalpur,17-04-2023,New,14,1592.85
45477575,Vellore,05-01-2024,Inactive,4,327.93
9401406,Panipat,18-11-2023,Regular,14,792.74
21948041,Bhavnagar,21-03-2024,New,13,1381.95
39968800,Malda,29-09-2023,New,19,1877.55
29097987,Hosur,23-04-2024,Inactive,12,224.41
83304571,Dharmavaram,27-11-2023,New,19,1772.47
69126963,Mirzapur,21-02-2024,Premium,19,1352.41
26903313,Bhimavaram,25-04-2023,Regular,1,284
50899600,Bettiah,15-11-2023,New,1,989.49
12988801,Gurgaon,02-09-2024,New,8,1179.5
85869195,Rajpur Sonarpur,10-07-2024,Regular,2,1125.96
76327561,Adoni,14-08-2023,Inactive,5,553.12
54580166,Silchar,11-08-2023,Regular,8,1024.69
15931134,Darbhanga,10-03-2024,Inactive,5,760.9
79919160,Silchar,30-12-2023,Premium,8,565.61
5763963,Pimpri-Chinchwad,30-03-2023,Regular,12,1118.82
75213636,Sonipat,01-07-2024,Inactive,5,1482.83
16543242,Darbhanga,05-06-2023,Premium,6,1523.88
61568565,Yamunanagar,25-10-2024,New,2,1943.51
42227189,Sonipat,14-03-2024,Regular,19,723.21
23996221,Ramagundam,10-10-2023,Inactive,7,1783.28
76309170,Bhind,26-11-2023,Regular,18,1824.43
78157360,Udaipur,05-08-2024,Regular,20,1310.87
49833888,Parbhani,31-03-2024,Inactive,3,1908.42
60591625,Delhi,30-07-2023,New,8,374.61
5238055,Guntur,29-01-2024,Regular,3,1166.67
25221501,Orai,09-09-2023,Regular,20,1935.84
71905368,Bathinda,24-05-2023,Premium,7,479.45
54057428,Panvel,28-11-2023,New,13,1564.34
68475914,Kishanganj,27-10-2023,Inactive,6,1615.84
48358028,Gudivada,08-05-2024,Premium,14,1852.36
43367112,Gopalpur,14-12-2023,New,19,1861.66
69034027,Nagaon,02-06-2024,Regular,4,1230.08
7687234,Naihati,27-09-2024,Inactive,18,892
97411107,Medininagar,26-07-2024,New,18,1406.97
9423628,Malegaon,03-09-2023,Inactive,19,1911.7
72797175,Loni,17-11-2023,Regular,7,426.09
38875754,Ambattur,12-08-2023,Premium,9,237.42
49881540,Kottayam,13-09-2024,Inactive,10,1134.6
13462905,Farrukhabad,23-03-2023,Premium,14,809.44
37556526,Farrukhabad,14-06-2024,Inactive,18,1200.18
52032226,Jodhpur,26-08-2023,Premium,19,1551.39
75289676,Bardhaman,20-07-2023,Inactive,19,1170.53
9274874,Arrah,26-09-2024,Regular,20,792.52
36428139,Nagaon,09-04-2024,Premium,15,619.69
51994597,Mira-Bhayandar,23-08-2024,Regular,12,1591.21
95309983,Solapur,07-09-2024,New,15,1990.83
2391900,Bhagalpur,26-09-2024,New,17,897.78
82425179,Kakinada,13-06-2024,Regular,17,1532.5
45868300,Ratlam,24-08-2023,Premium,7,584.9
1855421,Kadapa,30-06-2023,Inactive,10,260.2
87256913,Bhiwandi,01-10-2024,Regular,10,990.58
15545780,Ambala,13-04-2024,Regular,18,1268.44
20951294,Anantapur,29-08-2023,Premium,4,223.45
11636968,Srinagar,21-09-2024,Inactive,1,1574.94
86636273,Chinsurah,15-07-2023,Inactive,13,529.61
40593638,Purnia,12-12-2023,Premium,18,1146.85
701493,Shahjahanpur,11-02-2024,Inactive,2,290.07
29664214,Chennai,08-01-2024,Regular,13,553.65
26278566,Satna,25-01-2024,New,14,1739.84
87251489,Thane,04-03-2024,Premium,9,1940.4
67465084,Ratlam,02-11-2023,Premium,20,1001.97
83236183,Panihati,26-03-2023,New,20,1145.01
66710182,Korba,18-03-2024,Inactive,11,1751.48
93507573,Purnia,23-10-2024,Premium,2,555.78
8733344,Jammu,02-02-2024,Premium,10,1152.02
73098723,Coimbatore,22-02-2024,New,1,474.41
49050014,Ludhiana,15-11-2023,Premium,8,1589.25
98144693,Kota,04-11-2024,Premium,10,701.68
43034188,Sirsa,28-01-2024,Inactive,2,1638.62
77673290,Sagar,04-11-2024,Premium,7,1881.39
41494517,Latur,09-04-2024,Inactive,10,860.07
85233498,Bijapur,17-06-2024,New,4,1715.9
79592021,Chittoor,16-02-2024,Regular,1,291.29
40104482,Morbi,19-08-2023,New,5,1632.94
1469696,Jalna,24-06-2023,Premium,6,1784.79
21658322,Maheshtala,29-07-2024,Regular,5,1416.06
55094848,Madanapalle,02-04-2023,Premium,14,422.78
15897933,Jabalpur,18-03-2023,Regular,1,1221.23
8138417,Nangloi Jat,28-06-2024,Premium,7,1446.82
24581427,Ahmednagar,20-08-2023,Premium,3,747.9
73428596,Kakinada,18-08-2023,Inactive,16,808.24
95428692,Motihari,21-03-2023,New,14,1834.38
51048402,Ahmedabad,13-02-2024,Premium,12,895.49
13455530,Saharsa,05-04-2024,Inactive,3,1812.55
62742184,Nandyal,21-10-2023,Premium,15,1518.76
26285589,Yamunanagar,29-10-2024,New,15,535.12
31991019,New Delhi,28-09-2023,Regular,12,1231.06
52862822,Anand,16-07-2024,Regular,14,491.28
2365348,Siwan,23-09-2024,Regular,11,1133.51
62917794,Bharatpur,12-02-2024,Regular,16,1686.74
49806393,Latur,31-03-2023,Regular,5,1229.25
65382130,Ahmednagar,24-06-2023,Regular,18,557.2
97111119,Tiruchirappalli,11-09-2024,Regular,13,1047.73
48268435,Ramagundam,05-04-2024,Inactive,15,1670.86
10796846,Tiruvottiyur,10-06-2024,Regular,2,1548.31
31233120,Lucknow,03-05-2024,Regular,2,555.76
4192351,Nandyal,20-01-2024,Inactive,17,625.36
9347990,Nizamabad,01-04-2024,Premium,6,492.04
46699982,Ulhasnagar,10-10-2023,Inactive,19,1171.6
46515922,Ghaziabad,05-09-2024,Regular,16,950.75
2164524,Rohtak,16-04-2023,Inactive,1,754.95
94854830,Kochi,27-07-2023,Inactive,5,415.65
53886685,Bhimavaram,01-05-2024,New,11,1066.86
89223620,Amravati,21-07-2023,Inactive,17,579.91
17597449,Guna,06-04-2023,Inactive,15,229.4
14167111,Kishanganj,03-08-2023,New,18,963.9
93867669,Khammam,21-02-2024,Inactive,10,1954.42
8886587,Moradabad,27-08-2023,Regular,4,951.65
53292177,Panihati,27-10-2024,Inactive,3,1449.4
66130660,Gandhinagar,20-04-2024,New,1,1673.4
29562254,Jaunpur,19-07-2023,Inactive,19,1290.14
40703374,Nandyal,02-09-2024,Regular,10,1934.68
18259715,Pudukkottai,14-05-2023,Regular,9,1731.11
63184222,Kharagpur,04-01-2024,Inactive,15,1035.69
5540556,Gangtok,28-08-2023,Regular,13,273.47
36587003,Tumkur,31-03-2023,New,5,1759.74
55028958,Howrah,10-05-2023,New,17,1168.29
86995126,Durgapur,12-06-2023,New,10,316.82
22358567,Faridabad,02-04-2023,Inactive,8,638.86
10745302,Indore,26-10-2023,Premium,5,1530.95
31410886,Sasaram,20-05-2024,Inactive,9,757.75
80476444,Eluru,27-05-2024,Premium,1,1677.06
98709982,Dehri,11-04-2024,Inactive,1,1704.93
36142455,Katni,19-03-2023,Premium,6,1476.25
71607166,Rohtak,18-09-2023,Inactive,11,1251.88
6622751,Thiruvananthapuram,10-06-2024,Inactive,9,598.89
77217240,Karawal Nagar,11-09-2024,Premium,9,414.76
31537100,Kozhikode,16-02-2024,Regular,13,917.32
38969732,Pune,08-09-2024,New,10,1501.23
81091233,Durgapur,24-04-2024,Regular,4,1993.07
13424885,Malda,14-01-2024,Premium,8,358.46
91789216,Thane,05-01-2024,New,15,1708.89
25661033,Miryalaguda,23-05-2023,New,3,1020.5
24153726,Orai,19-06-2024,Premium,16,546.12
87222820,Ulhasnagar,25-03-2023,Inactive,13,497.66
79628054,Pondicherry,25-10-2024,Premium,5,1737.81
99156138,Morbi,10-06-2023,Regular,19,911.74
6150721,Panihati,07-11-2023,New,2,1705.17
12531927,Bhiwandi,12-05-2024,New,20,1511.87
87200291,Ichalkaranji,03-02-2024,Inactive,12,526.58
34897081,Shahjahanpur,22-07-2023,Premium,18,425.92
68754962,Khammam,26-10-2023,Inactive,2,512.27
38613642,Erode,03-11-2024,Regular,16,1380.08
70589930,Sambalpur,29-09-2023,Premium,12,985.23
93937586,Medininagar,04-07-2023,New,1,651.43
8817168,Mehsana,19-08-2023,Inactive,7,1382.39
85763665,Sikar,26-06-2024,Premium,13,1062.57
39423691,Chandrapur,28-05-2024,New,18,332.84
17675915,Varanasi,18-01-2024,Inactive,4,1146.18
59141605,Motihari,10-07-2024,New,15,1739.58
89418072,Deoghar,11-10-2024,Regular,18,1748.85
89412038,Kharagpur,09-09-2023,New,7,937.66
14632090,Miryalaguda,31-03-2024,Regular,15,1620.46
70220141,Sambalpur,24-03-2024,Premium,13,469.6
79298972,Nadiad,25-06-2023,Regular,5,1975.13
78572233,Siwan,26-10-2023,Regular,7,1845.28
91382237,Bhiwani,18-03-2024,Regular,4,1790.07
25659794,Buxar,25-05-2023,Inactive,11,1192.81
88203688,Chittoor,16-04-2023,New,9,1570.98
60732869,Rajahmundry,08-04-2023,New,17,1140.22
40563029,Chandigarh,23-08-2024,Inactive,12,1203.36
34237583,Hapur,08-09-2024,New,1,231.43
51174875,Saharsa,26-05-2023,Inactive,7,1276.61
41261495,Bhagalpur,20-10-2024,Inactive,5,687.71
46876240,Vijayanagaram,16-06-2023,Premium,5,1588.64
20940403,Dhule,08-05-2023,Premium,11,1511.1
52234494,Bhopal,25-07-2023,Premium,4,766.95
25503067,Alwar,15-08-2023,New,1,1257.76
3491230,Khora ,01-06-2023,New,14,226.62
16420489,Nandyal,01-04-2024,New,14,1368.05
57291761,Pallavaram,29-08-2024,Regular,8,1338.09
21573815,Allahabad,26-09-2023,Premium,2,206.87
82854537,Varanasi,05-05-2024,Inactive,2,1027.48
88684966,Surat,08-07-2024,New,10,711.72
65143359,Bhind,17-02-2024,Premium,14,1071.2
77625089,Rourkela,23-10-2023,New,1,1879.39
8361353,Bhiwani,17-02-2024,New,3,632.74
95269737,Machilipatnam,10-03-2024,Regular,19,413.46
83701325,Dehradun,11-04-2023,Premium,10,1515.8
98667584,Jaipur,27-10-2024,Premium,8,1072.65
51476157,Burhanpur,21-08-2024,Inactive,10,1033.16
2848415,Aurangabad,13-07-2024,Inactive,9,1798.13
71235336,Bokaro,30-01-2024,Regular,16,248.21
79206969,Jamalpur,17-11-2023,Regular,1,721.13
27971619,Mirzapur,11-10-2023,New,3,1691.32
66427343,Dewas,25-08-2023,Premium,17,265.15
50392139,Jamnagar,02-07-2024,Inactive,16,991.26
46088132,Sasaram,09-05-2024,New,13,321.43
61226563,Vadodara,06-01-2024,Regular,5,417.98
5386246,Kadapa,19-05-2023,Inactive,5,1741.42
97739583,Hapur,21-07-2023,Inactive,17,1522.55
67711384,Bilaspur,06-09-2024,Premium,8,700.6
77320193,Jalgaon,03-10-2024,Premium,4,1568.02
44409533,Tadipatri,10-03-2024,New,12,1728.95
84287579,Raurkela Industrial Township,14-11-2023,Premium,4,1655.6
25595836,Orai,22-10-2023,New,18,314.17
17681645,Bhagalpur,21-12-2023,Premium,15,1381.26
95364457,Ramagundam,21-02-2024,Premium,13,1137.59
23348269,Ahmednagar,28-02-2024,Inactive,9,1251.82
95858939,Raiganj,19-10-2023,Regular,8,1823.58
46313756,Kolhapur,26-03-2023,Premium,10,1245.36
38694209,Uluberia,23-08-2024,Premium,20,1335.82
54680459,Vijayanagaram,29-08-2023,Regular,8,585.9
67952740,Raebareli,17-07-2024,Regular,19,319.1
90665975,Nangloi Jat,24-09-2023,Inactive,15,271.25
35237846,Guna,11-09-2023,Premium,20,1968.65
85476508,Pallavaram,22-05-2024,Inactive,18,1607.33
20122449,Cuttack,22-01-2024,New,12,1298.4
40392019,Eluru,08-02-2024,Premium,8,1419.8
25587553,Imphal,24-09-2023,Regular,12,689.82
27727819,Nagercoil,28-10-2023,Inactive,8,1175.48
65396354,Hindupur,18-03-2023,Inactive,20,1738.21
84953008,Bongaigaon,09-09-2024,Inactive,3,1187.65
22081691,Satara,16-11-2023,New,13,361.38
77086074,Hazaribagh,02-12-2023,Regular,3,737
13978108,Kota,16-03-2024,Premium,7,1307.21
3421258,Kota,19-06-2024,Premium,19,806.62
82160592,Chittoor,31-12-2023,New,15,568.11
4458329,Mira-Bhayandar,01-07-2024,Inactive,10,1617
92038780,Pallavaram,03-08-2023,Premium,12,445
63376126,Kollam,30-10-2024,Inactive,2,1176.22
62816600,Kavali,24-04-2024,Inactive,2,1790.22
25713335,Chennai,10-02-2024,New,16,1362.71
58111297,Sambalpur,16-08-2023,Regular,20,1149.62
22571994,Bihar Sharif,08-07-2024,Regular,2,912.9
47711422,Bhatpara,26-10-2023,Inactive,20,1234.7
35885052,Bhiwandi,24-09-2023,Inactive,1,1838.87
51503088,Kumbakonam,23-02-2024,New,20,1651.36
47043878,Bilaspur,13-06-2024,Premium,18,1411.67
72495274,Aizawl,30-01-2024,New,11,1364.51
6081270,Gaya,17-08-2024,Inactive,15,969.51
38048329,Pali,01-10-2024,New,1,904.76
69089982,Noida,16-09-2024,Inactive,5,1831.09
59909004,Haridwar,09-11-2023,New,15,731.88
79607319,Indore,31-08-2023,New,6,942.14
66742602,Jalna,01-07-2023,New,14,1981.09
24032469,Muzaffarnagar,07-11-2023,New,14,814.5
65772743,Erode,02-08-2024,Regular,14,1780.68
15661901,Kumbakonam,31-10-2024,Regular,1,764.57
21866852,Guwahati,14-11-2023,Premium,18,1480.38
79478655,Silchar,15-08-2024,Regular,9,1845.26
13164195,Durg,26-11-2023,Premium,17,786.74
38565569,Anantapuram,01-03-2024,Premium,5,1765.01
10225164,Dehri,25-09-2024,Inactive,20,491.07
72946405,Kulti,07-02-2024,Premium,6,1287.78
97557157,Bardhaman,22-01-2024,Regular,1,800.21
32595806,Chandigarh,30-05-2024,Inactive,19,442.13
53100521,Gandhidham,02-03-2024,Inactive,3,982.11
59252433,Karaikudi,20-09-2024,Regular,1,990.53
59890331,Chennai,01-11-2024,Premium,16,552.68
95001589,Asansol,23-08-2024,Regular,20,1788.42
53076417,Malda,23-02-2024,Inactive,6,411.27
82286725,Orai,17-10-2024,Premium,18,1322.85
13383642,Mumbai,02-04-2024,Regular,16,1114.11
52215833,Sirsa,27-09-2024,Regular,5,305.65
67271824,Salem,13-09-2024,Inactive,11,1765.06
78903046,Karawal Nagar,16-04-2023,Regular,7,1371.83
90021871,Thiruvananthapuram,04-08-2023,Regular,2,1907.98
97286925,Vellore,30-08-2023,Inactive,20,617.71
6186471,Chittoor,18-09-2024,New,17,1619.95
5039883,Purnia,19-12-2023,Inactive,15,610.99
90882023,Begusarai,12-06-2023,Premium,11,1137.49
33295496,Haldia,12-01-2024,Premium,14,1136.17
72393904,Mumbai,25-07-2024,Inactive,8,1920.6
15830066,Mira-Bhayandar,18-10-2024,New,19,936.66
93341057,Maheshtala,15-10-2023,Inactive,20,1783.53
64106072,Deoghar,13-04-2023,Inactive,3,1704.43
62742797,Fatehpur,30-08-2023,Premium,13,979.11
79591237,Thane,23-12-2023,Premium,6,1695.64
59095971,Amroha,08-09-2023,Inactive,15,311.21
34768050,Dhanbad,21-11-2023,Inactive,17,1358.51
15221182,Visakhapatnam,19-08-2023,Inactive,11,1871.46
66655397,Pali,23-04-2023,New,5,775.85
63971358,Mau,24-06-2023,Regular,2,1159.84
38615653,Motihari,30-03-2024,Regular,8,1501.01
30192942,Jodhpur,04-02-2024,Premium,8,1400.72
4444673,Srikakulam,24-06-2023,New,15,584.69
25850478,Danapur,05-04-2024,Inactive,2,679.32
50484778,Kanpur,16-05-2024,Inactive,2,1495.86
30891209,Gudivada,22-07-2024,New,1,1815.35
91144803,Imphal,16-09-2023,Regular,16,650.17
79764621,Rajahmundry,15-05-2023,Premium,5,1830.61
87823209,Tadepalligudem,08-04-2023,Inactive,18,983.94
26432512,Khora ,17-12-2023,New,18,1092.52
34526570,Mysore,29-07-2024,New,19,847.76
35358395,Dindigul,05-10-2023,Inactive,12,787.28
20634789,Chinsurah,02-07-2024,New,12,1223.43
11047835,Tinsukia,31-01-2024,Regular,6,573.38
17201639,Korba,23-05-2023,New,15,1472.23
87718744,Bathinda,29-09-2023,Regular,6,863.84
75474920,Serampore,20-10-2024,Regular,18,569.23
57956497,Kurnool,05-10-2024,Inactive,1,460.65
14114543,Muzaffarnagar,29-03-2023,Inactive,20,659.52
5043760,Davanagere,28-11-2023,Regular,2,1154.94
66359719,Nagercoil,20-05-2024,Regular,2,949.36
32656885,Durgapur,01-08-2023,New,1,309.43
2457734,Ahmednagar,27-05-2023,Premium,12,923.06
9702217,Shahjahanpur,17-09-2024,New,6,1209.86
55425478,Surendranagar Dudhrej,05-07-2024,Inactive,12,1605.51
50781611,Nagpur,24-05-2023,Regular,16,315.86
39150258,Gandhinagar,19-04-2023,Inactive,17,945.82
77035814,Bhimavaram,03-06-2023,Inactive,11,585.35
35459748,Firozabad,29-01-2024,Inactive,12,288.29
7728356,Raebareli,18-03-2024,New,10,202.43
75632045,Silchar,10-08-2023,Regular,15,1268.29
40667183,Bidar,09-09-2024,New,19,1815.79
63368244,Danapur,01-08-2024,New,19,1245.73
16448993,Korba,19-09-2023,Inactive,14,1691.92
3096845,Guntakal,22-10-2023,New,20,336.81
26863280,Rajkot,25-11-2023,Inactive,8,301.34
28428852,Mira-Bhayandar,11-04-2023,Inactive,7,872.25
37691544,Darbhanga,15-10-2024,Inactive,15,1599.46
70976153,Ahmednagar,01-03-2024,New,7,1480.3
25287111,Thane,25-02-2024,Inactive,9,581.43
82900175,Baranagar,01-06-2023,New,17,334.16
93699264,Hubli–Dharwad,14-10-2023,Inactive,17,1846.48
73869823,Mysore,18-05-2023,Regular,8,1225.49
32293017,Gudivada,21-01-2024,Inactive,16,691.29
44030130,Ghaziabad,31-07-2024,Regular,4,904.08
1200365,Thane,21-06-2023,Regular,1,1170.74
96903782,Kakinada,12-01-2024,Regular,5,504.83
35278126,Tumkur,24-12-2023,Premium,12,1956.57
6756256,Bellary,06-07-2023,Premium,13,1902.9
