product_id,product_name,category,price,mrp,margin_percentage
888807,Bread,Dairy & Breakfast,230.58,288.23,20
136533,Eggs,Dairy & Breakfast,826.21,1032.76,20
714999,Bread,Dairy & Breakfast,882.51,1103.14,20
382511,Butter,Dairy & Breakfast,702.54,878.17,20
15314,Cheese,Dairy & Breakfast,578.85,723.56,20
67197,Butter,Dairy & Breakfast,552.2,690.25,20
880510,Bread,Dairy & Breakfast,951.43,1189.29,20
41853,Curd,Dairy & Breakfast,910.44,1138.05,20
257719,Eggs,Dairy & Breakfast,281.73,352.16,20
891833,Curd,Dairy & Breakfast,493.19,616.49,20
741341,Eggs,Dairy & Breakfast,923.84,1154.8,20
500739,Bread,Dairy & Breakfast,359.98,449.98,20
500633,Cereal,Dairy & Breakfast,154.5,193.12,20
799952,Cheese,Dairy & Breakfast,922.64,1153.3,20
798639,Eggs,Dairy & Breakfast,211.25,264.06,20
329351,Cheese,Dairy & Breakfast,310.87,388.59,20
833557,Cereal,Dairy & Breakfast,422.87,528.59,20
324809,Bread,Dairy & Breakfast,608,760,20
337168,Eggs,Dairy & Breakfast,545.49,681.86,20
659290,Cheese,Dairy & Breakfast,319.34,399.17,20
883013,Eggs,Dairy & Breakfast,989.88,1237.35,20
839170,Curd,Dairy & Breakfast,481.63,602.04,20
455083,Butter,Dairy & Breakfast,959.01,1198.76,20
183929,Bread,Dairy & Breakfast,738.74,923.42,20
592784,Biscuits,Snacks & Munchies,280.35,431.31,35
578097,Nuts,Snacks & Munchies,267.61,411.71,35
487065,Chips,Snacks & Munchies,374.68,576.43,35
734789,Popcorn,Snacks & Munchies,395.82,608.95,35
949818,Biscuits,Snacks & Munchies,483.05,743.15,35
690565,Cookies,Snacks & Munchies,951.27,1463.49,35
961614,Chocolates,Snacks & Munchies,227.22,349.57,35
361361,Biscuits,Snacks & Munchies,826.21,1271.09,35
291238,Chocolates,Snacks & Munchies,746.03,1147.74,35
654623,Chips,Snacks & Munchies,422.14,649.45,35
313754,Biscuits,Snacks & Munchies,136.6,210.15,35
563740,Chips,Snacks & Munchies,96.33,148.2,35
378230,Nuts,Snacks & Munchies,166.42,256.03,35
658389,Popcorn,Snacks & Munchies,152.55,234.69,35
990993,Chocolates,Snacks & Munchies,263.7,405.69,35
762527,Biscuits,Snacks & Munchies,690.08,1061.66,35
952168,Popcorn,Snacks & Munchies,236.95,364.54,35
542300,Popcorn,Snacks & Munchies,255.35,392.85,35
602241,Nuts,Snacks & Munchies,976.55,1502.38,35
587420,Cookies,Snacks & Munchies,357.42,549.88,35
491521,Nuts,Snacks & Munchies,556.35,855.92,35
914071,Chips,Snacks & Munchies,296.94,456.83,35
832348,Biscuits,Snacks & Munchies,831.43,1279.12,35
567671,Biscuits,Snacks & Munchies,418.48,643.82,35
481843,Chocolates,Snacks & Munchies,297.68,457.97,35
991434,Cookies,Snacks & Munchies,237.62,365.57,35
540618,Popcorn,Snacks & Munchies,317.05,487.77,35
319388,Orange Juice,Cold Drinks & Juices,657.8,939.71,30
171602,Cola,Cold Drinks & Juices,883.44,1262.06,30
60619,Iced Tea,Cold Drinks & Juices,726.41,1037.73,30
962591,Orange Juice,Cold Drinks & Juices,130.01,185.73,30
107548,Cola,Cold Drinks & Juices,891.6,1273.71,30
687218,Mango Drink,Cold Drinks & Juices,317.82,454.03,30
328457,Mango Drink,Cold Drinks & Juices,858.57,1226.53,30
194682,Iced Tea,Cold Drinks & Juices,912.29,1303.27,30
681063,Mango Drink,Cold Drinks & Juices,321.28,458.97,30
679321,Cola,Cold Drinks & Juices,738.46,1054.94,30
300159,Cola,Cold Drinks & Juices,44.35,63.36,30
378287,Lemonade,Cold Drinks & Juices,332.84,475.49,30
118820,Iced Tea,Cold Drinks & Juices,12.32,17.6,30
667163,Orange Juice,Cold Drinks & Juices,441.2,630.29,30
228286,Cola,Cold Drinks & Juices,179.08,255.83,30
561860,Orange Juice,Cold Drinks & Juices,874.78,1249.69,30
712003,Cola,Cold Drinks & Juices,671.68,959.54,30
712307,Orange Juice,Cold Drinks & Juices,264.89,378.41,30
513199,Cola,Cold Drinks & Juices,422.23,603.19,30
962054,Orange Juice,Cold Drinks & Juices,16.86,24.09,30
378676,Orange Juice,Cold Drinks & Juices,881.42,1259.17,30
890232,Mango Drink,Cold Drinks & Juices,432,617.14,30
532965,Frozen Pizza,Instant & Frozen Food,307.23,512.05,40
365132,Instant Noodles,Instant & Frozen Food,229.38,382.3,40
689769,Frozen Vegetables,Instant & Frozen Food,46.62,77.7,40
969851,Frozen Vegetables,Instant & Frozen Food,340.66,567.77,40
305754,Frozen Vegetables,Instant & Frozen Food,979.99,1633.32,40
398340,Instant Noodles,Instant & Frozen Food,651.93,1086.55,40
491314,Ice Cream,Instant & Frozen Food,973.44,1622.4,40
33955,Frozen Pizza,Instant & Frozen Food,186.08,310.13,40
470449,Frozen Biryani,Instant & Frozen Food,827.77,1379.62,40
954722,Ice Cream,Instant & Frozen Food,616.45,1027.42,40
623234,Frozen Biryani,Instant & Frozen Food,329.79,549.65,40
131937,Frozen Pizza,Instant & Frozen Food,287.81,479.68,40
606256,Frozen Biryani,Instant & Frozen Food,369.28,615.47,40
652118,Frozen Biryani,Instant & Frozen Food,22.04,36.73,40
187399,Frozen Pizza,Instant & Frozen Food,53.49,89.15,40
925482,Frozen Biryani,Instant & Frozen Food,475.04,791.73,40
611575,Frozen Pizza,Instant & Frozen Food,482.06,803.43,40
621677,Frozen Biryani,Instant & Frozen Food,317.8,529.67,40
306177,Frozen Biryani,Instant & Frozen Food,769.24,1282.07,40
272170,Ice Cream,Instant & Frozen Food,140.8,234.67,40
721521,Rice,Grocery & Staples,417.39,491.05,15
692985,Pulses,Grocery & Staples,197.39,232.22,15
487931,Sugar,Grocery & Staples,709.08,834.21,15
901144,Sugar,Grocery & Staples,340.36,400.42,15
764014,Salt,Grocery & Staples,612.04,720.05,15
53833,Rice,Grocery & Staples,134.69,158.46,15
876139,Pulses,Grocery & Staples,415.75,489.12,15
903336,Pulses,Grocery & Staples,551.88,649.27,15
120532,Wheat Flour,Grocery & Staples,697.53,820.62,15
945635,Pulses,Grocery & Staples,778.9,916.35,15
760684,Rice,Grocery & Staples,71.6,84.24,15
354409,Pulses,Grocery & Staples,325.08,382.45,15
937542,Wheat Flour,Grocery & Staples,97.04,114.16,15
490602,Sugar,Grocery & Staples,549.47,646.44,15
131136,Salt,Grocery & Staples,37.8,44.47,15
287070,Wheat Flour,Grocery & Staples,443.17,521.38,15
679865,Wheat Flour,Grocery & Staples,347.91,409.31,15
317242,Pulses,Grocery & Staples,198.15,233.12,15
644847,Salt,Grocery & Staples,622.81,732.72,15
327290,Sugar,Grocery & Staples,862.28,1014.45,15
993331,Pulses,Grocery & Staples,102.44,120.52,15
807452,Pulses,Grocery & Staples,144.19,169.64,15
451933,Wheat Flour,Grocery & Staples,568.94,669.34,15
461804,Sugar,Grocery & Staples,310.69,365.52,15
36412,Dish Soap,Household Care,397.68,530.24,25
94225,Toilet Cleaner,Household Care,77.11,102.81,25
704868,Detergent,Household Care,193.46,257.95,25
18035,Dish Soap,Household Care,968.94,1291.92,25
435929,Toilet Cleaner,Household Care,856.89,1142.52,25
820541,Toilet Cleaner,Household Care,576.22,768.29,25
552496,Dish Soap,Household Care,508,677.33,25
455755,Detergent,Household Care,44.09,58.79,25
91670,Dish Soap,Household Care,439.24,585.65,25
336847,Toilet Cleaner,Household Care,936.98,1249.31,25
144124,Detergent,Household Care,162.67,216.89,25
747801,Toilet Cleaner,Household Care,277.76,370.35,25
589812,Detergent,Household Care,163.03,217.37,25
677542,Toilet Cleaner,Household Care,212.61,283.48,25
604184,Toilet Cleaner,Household Care,397.55,530.07,25
697683,Toilet Cleaner,Household Care,123.74,164.99,25
894539,Dish Soap,Household Care,445.48,593.97,25
739534,Toilet Cleaner,Household Care,994.56,1326.08,25
968887,Dish Soap,Household Care,40.7,54.27,25
709916,Detergent,Household Care,33.76,45.01,25
739448,Dish Soap,Household Care,755.66,1007.55,25
700048,Dish Soap,Household Care,141.28,188.37,25
897083,Detergent,Household Care,972.69,1296.92,25
448752,Toilet Cleaner,Household Care,160.07,213.43,25
365133,Dish Soap,Household Care,915.45,1220.6,25
133542,Detergent,Household Care,68.49,91.32,25
767398,Dish Soap,Household Care,22.14,29.52,25
863930,Shampoo,Personal Care,242.57,373.18,35
473647,Toothpaste,Personal Care,43.05,66.23,35
9436,Toothpaste,Personal Care,88.43,136.05,35
385113,Lotion,Personal Care,816.38,1255.97,35
112390,Toothpaste,Personal Care,877.98,1350.74,35
647462,Lotion,Personal Care,326.42,502.18,35
34200,Lotion,Personal Care,319.8,492,35
753354,Shampoo,Personal Care,423.56,651.63,35
490939,Lotion,Personal Care,80.25,123.46,35
672059,Toothpaste,Personal Care,672.73,1034.97,35
803607,Soap,Personal Care,949.73,1461.12,35
124290,Lotion,Personal Care,39.65,61,35
140489,Soap,Personal Care,650.2,1000.31,35
799688,Lotion,Personal Care,309.62,476.34,35
859361,Shampoo,Personal Care,432.39,665.22,35
492958,Lotion,Personal Care,84.2,129.54,35
63769,Lotion,Personal Care,878.07,1350.88,35
684939,Lotion,Personal Care,727.95,1119.92,35
219598,Shampoo,Personal Care,367.08,564.74,35
140154,Shampoo,Personal Care,171.2,263.38,35
449106,Soap,Personal Care,48.55,74.69,35
256051,Lotion,Personal Care,400.92,616.8,35
615545,Soap,Personal Care,448.16,689.48,35
366066,Soap,Personal Care,918.58,1413.2,35
600767,Toothpaste,Personal Care,722.42,1111.42,35
784827,Baby Wipes,Baby Care,274.25,391.79,30
6405,Baby Food,Baby Care,236.51,337.87,30
853932,Baby Wipes,Baby Care,941.19,1344.56,30
970529,Diapers,Baby Care,827.44,1182.06,30
51036,Baby Food,Baby Care,931.61,1330.87,30
820973,Baby Wipes,Baby Care,114.52,163.6,30
367391,Baby Wipes,Baby Care,939.55,1342.21,30
433521,Diapers,Baby Care,321.33,459.04,30
927651,Baby Wipes,Baby Care,426.72,609.6,30
930284,Baby Food,Baby Care,189.47,270.67,30
4452,Baby Wipes,Baby Care,169.88,242.69,30
82484,Baby Food,Baby Care,914.88,1306.97,30
440875,Baby Wipes,Baby Care,275.03,392.9,30
432617,Baby Wipes,Baby Care,863.18,1233.11,30
953175,Baby Food,Baby Care,225.21,321.73,30
57405,Baby Food,Baby Care,607.67,868.1,30
707935,Cat Food,Pet Care,820.9,1262.92,35
942001,Cat Food,Pet Care,671.55,1033.15,35
585299,Pet Treats,Pet Care,799.46,1229.94,35
120385,Pet Treats,Pet Care,597.91,919.86,35
52729,Cat Food,Pet Care,316.02,486.18,35
661577,Cat Food,Pet Care,720.95,1109.15,35
951463,Pet Treats,Pet Care,787.4,1211.38,35
373536,Dog Food,Pet Care,494.17,760.26,35
243235,Cat Food,Pet Care,109.03,167.74,35
564692,Cat Food,Pet Care,215.65,331.77,35
131748,Dog Food,Pet Care,81.35,125.15,35
256783,Pet Treats,Pet Care,906.54,1394.68,35
186168,Dog Food,Pet Care,878.8,1352,35
537274,Pet Treats,Pet Care,702.71,1081.09,35
525531,Dog Food,Pet Care,831.1,1278.62,35
913428,Pet Treats,Pet Care,392.22,603.42,35
757274,Pet Treats,Pet Care,98.32,151.26,35
726958,Cat Food,Pet Care,887.48,1365.35,35
642612,Pet Treats,Pet Care,517.03,795.43,35
613942,Pet Treats,Pet Care,545,838.46,35
784673,Dog Food,Pet Care,491.39,755.98,35
425341,Pet Treats,Pet Care,486.28,748.12,35
771228,Pet Treats,Pet Care,83.18,127.97,35
760828,Pet Treats,Pet Care,563.45,866.85,35
723678,Dog Food,Pet Care,675.46,1039.17,35
451812,Pain Reliever,Pharmacy,530.85,663.56,20
677169,Cough Syrup,Pharmacy,261.03,326.29,20
274207,Cough Syrup,Pharmacy,328.51,410.64,20
706112,Vitamins,Pharmacy,478.79,598.49,20
557908,Vitamins,Pharmacy,942.37,1177.96,20
587645,Vitamins,Pharmacy,801.81,1002.26,20
837480,Cough Syrup,Pharmacy,217.4,271.75,20
566052,Pain Reliever,Pharmacy,87.3,109.12,20
137909,Cough Syrup,Pharmacy,864.3,1080.37,20
799459,Vitamins,Pharmacy,852.02,1065.02,20
264803,Vitamins,Pharmacy,995.98,1244.97,20
851978,Vitamins,Pharmacy,715.72,894.65,20
992178,Pain Reliever,Pharmacy,632.43,790.54,20
56589,Vitamins,Pharmacy,517.77,647.21,20
26060,Vitamins,Pharmacy,342.94,428.67,20
33797,Pain Reliever,Pharmacy,888.12,1110.15,20
123983,Cough Syrup,Pharmacy,785.67,982.09,20
237083,Cough Syrup,Pharmacy,577.13,721.41,20
154179,Pain Reliever,Pharmacy,582.87,728.59,20
298985,Vitamins,Pharmacy,183.76,229.7,20
444361,Pain Reliever,Pharmacy,822.63,1028.29,20
679284,Cough Syrup,Pharmacy,877.89,1097.36,20
240179,Cough Syrup,Pharmacy,90.56,113.2,20
673058,Cough Syrup,Pharmacy,765.76,957.2,20
114414,Vitamins,Pharmacy,832.06,1040.07,20
